,clust,ID#,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?
2010,3,2027,87553,0,3,1,1,15681,14,0,0,4547,0
2011,2,2028,14614,0,1,1,1,2275,3,0,0,4567,1
2012,12,2029,91259,0,5,1,1,60609,12,0,0,4531,0
2013,4,2030,23997,0,1,1,1,250,2,250,2,4204,0
2014,4,2031,37202,0,1,1,1,15000,4,0,0,4511,0
2015,10,2032,53232,888,4,1,1,80696,65,22100,45,3831,1
2016,3,2033,54594,0,3,1,1,14402,14,0,0,4233,0
2017,4,2034,57474,0,2,1,1,5535,7,0,0,4364,0
2018,2,2035,20111,0,1,1,1,5653,12,0,0,4468,1
2019,11,2036,45950,0,4,1,1,38921,22,750,2,4302,1
2020,5,2037,67948,0,1,1,1,2750,5,650,3,4226,1
2021,12,2038,216498,0,4,1,1,43083,24,2500,5,4440,0
2022,2,2039,100649,0,1,1,1,4000,3,500,1,4457,1
2023,3,2040,52713,0,3,1,1,16273,13,100,1,4449,0
2024,12,2041,186892,0,5,1,1,63444,13,500,1,3732,0
2025,11,2042,11690,0,3,1,1,17615,17,0,0,4417,1
2026,4,2043,144697,0,1,1,1,2000,1,0,0,4420,0
2027,4,2044,75179,0,1,1,1,1015,2,0,0,4118,0
2028,5,2045,19850,0,1,1,1,500,1,500,1,4376,1
2029,4,2046,96154,0,1,1,1,7052,15,0,0,4433,0
2030,1,2047,55778,0,1,1,1,6500,12,500,1,3704,0
2031,3,2048,36227,0,2,1,1,7230,14,0,0,3736,0
2032,4,2049,93848,0,1,1,1,1600,4,1500,3,4475,0
2033,12,2050,41153,0,4,1,1,28686,15,0,0,4404,0
2034,4,2051,20789,0,1,1,1,0,0,0,0,4279,0
2035,4,2052,121992,6057,1,1,1,3200,4,600,2,4257,0
2036,4,2053,37911,0,1,1,1,2250,11,0,0,4385,0
2037,12,2054,233656,0,4,1,1,41941,14,500,1,4266,0
2038,5,2055,41133,0,1,1,1,635,3,0,0,4419,1
2039,11,2056,60864,0,3,1,1,23364,19,50,1,4436,1
2040,4,2057,90526,0,1,1,1,2000,9,0,0,4488,0
2041,7,2058,15148,0,1,1,1,15148,3,0,0,269,0
2042,4,2059,5393,0,1,1,1,0,0,0,0,4517,0
2043,5,2060,434,0,1,1,1,15530,5,0,0,3628,1
2044,3,2061,81055,0,3,1,1,14344,14,0,0,4610,0
2045,4,2062,31360,0,1,1,1,821,7,0,0,4488,0
2046,11,2063,156885,0,4,1,1,38601,19,0,0,4534,1
2047,13,2064,4148,0,1,3,1,13504,18,0,0,4607,1
2048,3,2065,63820,0,3,1,1,13981,15,0,0,4608,0
2049,2,2066,379744,2081,1,1,1,19191,17,1850,11,4608,1
2050,2,2067,76659,0,1,1,1,0,0,0,0,4608,1
2051,11,2068,40724,0,4,1,1,29481,14,0,0,4007,1
2052,11,2069,146173,0,3,1,1,13871,17,0,0,4414,1
2053,4,2070,26055,0,1,1,1,647,9,0,0,4464,0
2054,4,2071,68,0,1,1,1,590,1,0,0,3937,0
2055,4,2072,50001,0,1,1,1,4853,12,0,0,4023,0
2056,11,2073,122506,0,3,1,1,21022,13,0,0,4408,1
2057,3,2074,126886,0,2,1,1,9120,17,0,0,4044,0
2058,4,2075,42342,0,1,1,1,11408,23,11408,23,4331,0
2059,5,2076,58898,0,1,1,1,23050,15,50,1,4328,1
2060,4,2077,45735,0,1,1,1,10085,3,0,0,4239,0
2061,12,2078,77225,0,4,1,1,30646,15,0,0,4282,0
2062,5,2079,59874,0,1,1,1,0,0,0,0,3986,1
2063,5,2080,30868,0,1,1,1,405,3,0,0,4226,1
2064,4,2081,34257,0,1,1,1,2010,4,0,0,4309,0
2065,3,2082,42639,0,2,1,1,7366,12,0,0,4181,0
2066,5,2083,771,0,1,1,1,40256,4,0,0,4203,1
2067,1,2084,89708,0,1,1,1,8000,4,0,0,3173,0
2068,5,2085,75892,0,2,1,1,8738,15,0,0,4160,1
2069,11,2086,140918,0,4,1,1,69760,32,0,0,3883,1
2070,12,2087,475338,0,4,1,1,39680,22,700,4,3355,0
2071,4,2088,14426,0,1,1,1,0,0,0,0,4096,0
2072,11,2089,29559,0,4,1,1,28969,16,0,0,4236,1
2073,3,2090,113113,0,3,1,1,10736,13,0,0,4307,0
2074,11,2091,73027,0,4,1,1,34002,19,0,0,4063,1
2075,1,2092,17386,0,1,1,1,0,0,0,0,3771,0
2076,4,2093,9310,0,1,1,1,500,1,500,1,4272,0
2077,4,2094,11023,0,1,1,1,0,0,0,0,4328,0
2078,11,2095,55406,0,4,1,1,38118,18,500,1,4310,1
2079,1,2096,47638,0,1,1,1,0,0,0,0,3739,0
2080,5,2097,30040,0,2,1,1,8636,8,500,1,3873,1
2081,4,2098,24787,0,1,1,1,1000,1,0,0,3930,0
2082,4,2099,40758,0,1,1,1,3500,4,1000,2,4299,0
2083,5,2100,726,0,1,1,1,0,0,0,0,4268,1
2084,4,2101,40686,0,1,1,1,260,2,0,0,4177,0
2085,4,2102,16626,0,1,1,1,2500,13,0,0,4329,0
2086,4,2103,18944,0,1,1,1,300,3,300,3,3932,0
2087,9,2104,114949,0,5,1,1,87136,24,600,2,4294,1
2088,4,2105,32522,0,1,1,1,5971,4,471,2,4042,0
2089,1,2106,86533,0,1,1,1,3700,4,700,2,3600,0
2090,3,2107,166470,0,2,1,1,9574,16,0,0,4194,0
2091,5,2108,10797,0,1,1,1,0,0,0,0,3581,1
2092,12,2109,131618,0,4,1,1,46473,16,0,0,4274,0
2093,5,2110,77523,1112,1,1,1,11050,5,1000,2,4274,1
2094,11,2111,47905,0,3,1,1,14575,16,2000,4,4245,1
2095,4,2112,28695,0,1,1,1,0,0,0,0,4173,0
2096,4,2113,15253,0,2,1,1,5427,8,0,0,4373,0
2097,11,2114,193818,0,3,1,1,16327,13,0,0,3768,1
2098,4,2115,30556,0,1,1,1,950,5,550,3,4361,0
2099,4,2116,22678,0,1,1,1,2125,7,0,0,4068,0
2100,3,2117,89430,0,3,1,1,24314,18,0,0,1547,0
2101,11,2118,26522,0,3,1,1,18479,13,0,0,4358,1
2102,1,2119,59913,0,1,1,1,2210,5,150,1,3481,0
2103,4,2120,16516,0,1,1,1,500,1,0,0,4275,0
2104,3,2121,49050,0,3,1,1,18436,16,0,0,2426,0
2105,11,2122,27981,0,5,1,1,63004,17,0,0,2921,1
2106,5,2123,4939,0,1,1,1,1000,1,0,0,2515,1
2107,5,2124,26077,0,1,1,1,6768,4,0,0,3487,1
2108,1,2125,110893,0,1,1,1,4653,6,0,0,3645,0
2109,4,2126,56455,0,1,1,1,6000,3,0,0,4218,0
2110,1,2127,32699,0,1,1,1,1500,2,500,1,3167,0
2111,1,2128,109790,0,1,1,1,16108,4,0,0,3123,0
2112,9,2129,166681,0,5,1,1,107645,25,0,0,3287,1
2113,5,2130,145233,0,1,1,1,9366,5,4866,3,2626,1
2114,5,2131,1054,0,1,1,1,15147,3,0,0,3133,1
2115,4,2132,27532,0,1,1,1,4639,13,0,0,3939,0
2116,4,2133,62464,0,1,1,1,5675,16,500,1,3820,0
2117,1,2134,4041,0,1,1,1,0,0,0,0,3344,0
2118,5,2135,28138,0,1,1,1,6330,29,0,0,3847,1
2119,4,2136,33010,0,1,1,1,0,0,0,0,3915,0
2120,1,2137,45687,0,1,1,1,45,2,0,0,2269,0
2121,5,2138,12981,0,1,1,1,0,0,0,0,4246,1
2122,5,2139,168246,1514,1,1,1,4600,4,100,2,4103,1
2123,12,2140,75505,0,4,1,1,30850,17,500,1,4007,0
2124,3,2141,55591,0,2,1,1,8817,13,0,0,3693,0
2125,11,2142,37358,0,4,1,1,50488,19,0,0,3967,1
2126,4,2143,33803,0,1,1,1,6100,34,0,0,4079,0
2127,1,2144,2500,0,1,1,1,2500,1,0,0,3717,0
2128,4,2145,140527,0,1,1,1,3500,14,0,0,4023,0
2129,4,2146,5360,0,1,1,1,0,0,0,0,4392,0
2130,5,2147,124430,0,2,1,1,15523,17,1200,8,4054,1
2131,12,2148,240007,0,4,1,1,46771,14,0,0,4048,0
2132,3,2149,245021,0,3,1,1,13639,15,180,1,3984,0
2133,9,2150,53518,0,5,1,1,73933,30,400,1,3930,1
2134,5,2151,122545,0,1,1,1,269,4,250,1,3834,1
2135,4,2152,192889,0,1,1,1,10500,5,0,0,4096,0
2136,12,2153,227776,0,4,1,1,47286,19,2276,5,3980,0
2137,11,2154,37833,0,4,1,1,48172,15,500,1,3551,1
2138,4,2155,48256,0,1,1,1,9690,2,0,0,3979,0
2139,3,2156,99704,2704,2,1,1,15750,12,0,0,4106,0
2140,1,2157,394999,0,1,1,1,4150,5,150,3,3599,0
2141,1,2158,82497,0,1,1,1,0,0,0,0,3565,0
2142,4,2159,15326,7663,1,1,1,0,0,0,0,4140,0
2143,4,2160,32619,0,1,1,1,1070,7,0,0,3846,0
2144,4,2161,57017,0,1,1,1,2495,11,0,0,3854,0
2145,12,2162,252741,0,4,1,1,29296,19,635,3,4189,0
2146,3,2163,49375,0,3,1,1,23628,14,0,0,3797,0
2147,5,2164,25341,0,1,1,1,38,4,0,0,3995,1
2148,3,2165,45150,0,3,1,1,18907,13,0,0,4141,0
2149,4,2166,187462,0,1,1,1,10500,5,500,4,3953,0
2150,3,2167,19132,0,2,1,1,9124,17,0,0,3915,0
2151,10,2168,196967,0,3,1,1,38490,37,9550,20,4008,1
2152,4,2169,13040,0,1,1,1,500,1,0,0,3972,0
2153,4,2170,184301,0,1,1,1,6454,13,3954,12,4010,0
2154,4,2171,36294,0,1,1,1,0,0,0,0,3956,0
2155,3,2172,89840,0,2,1,1,7048,14,0,0,3819,0
2156,5,2173,6914,0,1,1,1,1500,1,0,0,3915,1
2157,11,2174,28493,0,3,1,1,21845,22,300,1,3932,1
2158,4,2175,111793,0,1,1,1,500,1,0,0,4057,0
2159,4,2176,18700,0,1,1,1,870,2,0,0,3995,0
2160,4,2177,53957,0,1,1,1,7000,4,500,1,4133,0
2161,5,2178,135770,0,1,1,1,4700,5,200,3,4215,1
2162,11,2179,189784,0,4,1,1,35464,18,2197,4,4190,1
2163,12,2180,60076,0,4,1,1,45582,9,0,0,3935,0
2164,4,2181,3522,0,1,1,1,3522,4,0,0,3916,0
2165,4,2182,36736,0,1,1,1,0,0,0,0,4134,0
2166,13,2183,100634,0,1,3,1,69669,28,1540,12,4193,1
2167,5,2184,88918,0,2,1,1,5537,14,0,0,4180,1
2168,4,2185,245045,0,1,1,1,25039,16,500,1,4173,0
2169,11,2186,37948,0,3,1,1,19213,43,0,0,3914,1
2170,3,2187,81552,0,2,1,1,7703,8,0,0,3855,0
2171,5,2188,118067,0,2,1,1,8715,12,0,0,3718,1
2172,12,2189,268314,0,4,1,1,29968,14,500,1,3869,0
2173,9,2190,135488,0,5,1,1,57787,16,0,0,4117,1
2174,3,2191,68243,0,2,1,1,10012,22,903,3,3888,0
2175,5,2192,56693,3953,2,1,1,20454,11,0,0,3893,1
2176,5,2193,194875,0,1,1,1,7550,6,1050,3,3831,1
2177,12,2194,206155,0,4,1,1,28447,17,0,0,3848,0
2178,4,2195,35425,0,1,1,1,4125,19,0,0,3834,0
2179,4,2196,161579,0,1,1,1,7688,21,5688,20,3811,0
2180,5,2197,11314,1000,1,1,1,741,4,0,0,3845,1
2181,12,2198,119531,0,5,1,1,60503,43,250,1,4002,0
2182,5,2199,48433,0,1,1,1,4300,5,800,3,3673,1
2183,4,2200,10872,0,1,1,1,4500,27,0,0,3882,0
2184,3,2201,109268,0,2,1,1,7401,17,750,1,4034,0
2185,3,2202,105160,0,3,1,1,20458,21,0,0,3732,0
2186,11,2203,90919,0,4,1,1,44430,17,0,0,3739,1
2187,5,2204,50230,0,1,1,1,4149,9,800,4,3727,1
2188,3,2205,74538,0,3,1,1,18835,21,0,0,2726,0
2189,5,2206,4606,0,1,1,1,4320,6,0,0,3501,1
2190,3,2207,61617,0,2,1,1,23495,13,0,0,3972,0
2191,1,2208,15275,0,1,1,1,75,2,0,0,2761,0
2192,4,2209,112891,0,1,1,1,500,1,500,1,3909,0
2193,5,2210,41176,0,1,1,1,7624,7,2624,4,3729,1
2194,5,2211,81251,0,1,1,1,19500,6,0,0,3958,1
2195,1,2212,18142,0,1,1,1,220,4,0,0,3638,0
2196,11,2213,16200,0,4,1,1,40455,17,0,0,3840,1
2197,1,2214,8913,0,1,1,1,2050,10,50,1,3630,0
2198,5,2215,14372,0,2,1,1,9042,13,0,0,3557,1
2199,11,2216,77965,0,4,1,1,41126,33,2683,7,3120,1
2200,3,2217,12271,500,2,1,1,7684,15,1000,2,4219,0
2201,11,2218,49874,0,4,1,1,39976,13,0,0,4293,1
2202,5,2219,35445,0,1,1,1,3379,9,0,0,4198,1
2203,1,2220,91755,0,1,1,1,5026,8,751,3,2676,0
2204,11,2221,33753,0,3,1,1,14961,14,500,1,3335,1
2205,3,2222,53750,0,3,1,1,23135,14,0,0,3736,0
2206,5,2223,110132,0,1,1,1,19000,5,0,0,3271,1
2207,1,2224,12221,0,1,1,1,511,4,0,0,3692,0
2208,4,2225,65519,0,1,1,1,0,0,0,0,4150,0
2209,5,2227,47291,0,1,1,1,1350,4,350,3,2336,1
2210,3,2228,124564,0,3,1,1,11026,13,0,0,3840,0
2211,5,2229,24111,0,2,1,1,9374,16,0,0,3802,1
2212,5,2230,35801,0,1,1,1,3337,13,0,0,3743,1
2213,5,2231,150972,0,1,1,1,2700,3,700,2,3645,1
2214,5,2232,292023,0,1,1,1,14125,12,3250,7,3683,1
2215,1,2233,47090,0,1,1,1,0,0,0,0,3726,0
2216,5,2234,1300,0,1,1,1,454,11,0,0,3691,1
2217,10,2235,109103,2370,1,1,1,19600,27,7600,24,3739,1
2218,5,2236,101057,0,1,1,1,13650,11,2150,9,3600,1
2219,1,2237,20900,0,1,1,1,1000,1,0,0,3685,0
2220,1,2238,46607,0,1,1,1,0,0,0,0,3727,0
2221,1,2239,33017,0,1,1,1,1069,7,250,1,3814,0
2222,11,2240,30729,0,3,1,1,16456,15,0,0,3795,1
2223,1,2241,35546,0,1,1,1,3376,10,0,0,3739,0
2224,1,2242,7845,0,1,1,1,265,3,0,0,3508,0
2225,5,2243,25788,0,1,1,1,4650,13,4650,13,3687,1
2226,5,2244,13543,0,1,1,1,1443,7,423,2,3811,1
2227,1,2245,16618,0,1,1,1,897,5,0,0,3620,0
2228,4,2246,11548,0,1,1,1,1634,7,0,0,3837,0
2229,1,2247,22181,0,1,1,1,6245,15,0,0,3656,0
2230,12,2248,222312,0,4,1,1,29039,17,0,0,3721,0
2231,4,2249,25080,0,1,1,1,2060,12,0,0,3795,0
2232,5,2250,17964,0,1,1,1,5030,23,0,0,3783,1
2233,3,2251,155385,0,3,1,1,15267,12,0,0,3624,0
2234,1,2252,3977,0,1,1,1,0,0,0,0,3593,0
2235,1,2253,14620,0,1,1,1,0,0,0,0,2833,0
2236,1,2254,46882,0,1,1,1,0,0,0,0,3701,0
2237,1,2255,3350,0,1,1,1,65,3,0,0,3540,0
2238,1,2256,3049,0,1,1,1,0,0,0,0,3613,0
2239,1,2257,32377,0,1,1,1,250,2,250,2,3515,0
2240,5,2258,9396,0,1,1,1,860,5,350,2,3588,1
2241,5,2259,102669,0,2,1,1,6760,14,306,2,3265,1
2242,5,2260,26745,0,1,1,1,17547,9,0,0,3664,1
2243,11,2261,120576,0,4,1,1,36635,14,0,0,3823,1
2244,1,2262,7658,0,1,1,1,300,1,0,0,3231,0
2245,5,2263,11136,0,1,1,1,100,1,0,0,3571,1
2246,12,2264,168778,0,5,1,1,57060,20,500,1,3326,0
2247,3,2265,124979,0,3,1,1,14267,14,0,0,3720,0
2248,1,2266,35659,0,1,1,1,1102,9,0,0,3533,0
2249,3,2267,55996,867,3,1,1,12165,14,0,0,3582,0
2250,11,2268,65904,0,4,1,1,47224,35,5350,18,3655,1
2251,3,2269,125679,0,3,1,4,68151,27,650,1,3683,0
2252,12,2270,235312,0,5,1,1,56685,16,0,0,3476,0
2253,1,2271,64414,0,1,1,1,1952,12,0,0,2395,0
2254,5,2272,34204,0,1,1,1,16862,9,1700,5,3596,1
2255,1,2273,22384,0,1,1,1,0,0,0,0,3676,0
2256,1,2274,13381,0,1,1,1,1150,2,150,1,3312,0
2257,5,2275,10959,0,1,1,1,500,1,0,0,3469,1
2258,1,2276,28607,0,1,1,1,5943,5,0,0,2895,0
2259,1,2277,30686,0,1,1,1,6161,2,0,0,3596,0
2260,1,2278,8260,0,1,1,1,700,2,0,0,3673,0
2261,12,2279,61584,0,4,1,1,27937,14,0,0,3783,0
2262,3,2280,141594,0,2,1,1,30565,16,0,0,3776,0
2263,5,2281,114549,0,1,1,1,5000,4,1000,2,3760,1
2264,11,2282,64153,0,3,1,1,23563,19,0,0,3575,1
2265,1,2283,10000,0,1,1,1,790,3,0,0,3564,0
2266,5,2284,21839,0,1,1,1,853,3,119,1,3638,1
2267,5,2285,182704,5513,1,1,1,5850,12,3100,10,3820,1
2268,3,2286,92551,0,3,1,1,13755,13,500,1,3895,0
2269,11,2287,49353,0,4,1,1,34656,14,0,0,3540,1
2270,5,2288,21843,0,1,1,1,1411,9,0,0,3177,1
2271,1,2289,34072,0,1,1,1,500,1,0,0,3879,0
2272,11,2290,72962,0,4,1,1,28055,16,0,0,3869,1
2273,3,2291,99502,0,3,1,1,19678,28,600,2,4182,0
2274,11,2292,13250,0,3,1,1,17778,14,0,0,3861,1
2275,12,2293,98232,0,5,1,1,56687,14,500,1,3867,0
2276,11,2294,98895,0,4,1,1,89709,17,500,1,3854,1
2277,5,2295,119340,1000,1,1,1,400,5,400,5,3855,1
2278,13,2296,30171,0,1,3,1,15370,13,0,0,3853,0
2279,4,2297,105957,0,1,1,1,4881,12,0,0,3859,0
2280,4,2298,22548,0,1,1,1,3225,9,0,0,3852,0
2281,11,2299,89761,0,3,1,1,11965,13,0,0,3845,1
2282,1,2300,65263,0,1,1,1,22500,4,0,0,3844,0
2283,12,2301,128456,0,5,1,3,70125,28,0,0,3764,0
2284,4,2302,35203,0,1,1,1,1800,16,1800,16,3832,0
2285,1,2303,62023,0,1,1,1,750,4,550,1,3819,0
2286,1,2304,44197,0,1,1,1,2500,1,0,0,3831,0
2287,12,2305,104245,0,4,1,1,45589,14,0,0,3810,0
2288,12,2306,252520,0,4,1,1,43392,17,500,1,3818,0
2289,4,2307,85496,0,1,1,1,2799,7,2711,6,3820,0
2290,5,2308,49874,0,1,1,1,7200,9,1700,4,3817,1
2291,3,2309,109649,0,3,1,1,22136,13,0,0,3812,0
2292,11,2310,34379,0,3,1,1,13051,20,150,1,3805,1
2293,5,2311,56688,0,1,1,1,3550,10,1050,9,3812,1
2294,11,2312,48970,0,4,1,1,30872,14,0,0,3817,1
2295,9,2313,70789,0,5,1,1,76661,29,150,1,3810,1
2296,3,2314,24277,0,2,1,1,5330,5,0,0,3796,0
2297,11,2315,20308,0,3,1,1,19526,13,0,0,3797,1
2298,3,2316,111041,0,3,1,1,10252,12,0,0,3875,0
2299,3,2317,27904,0,2,1,1,6622,17,0,0,3793,0
2300,3,2318,128620,0,2,1,1,7747,12,0,0,3789,0
2301,11,2319,65340,2454,3,1,1,33795,11,500,1,3775,1
2302,1,2320,27135,0,1,1,1,4908,11,0,0,3783,0
2303,1,2321,32898,0,1,1,1,1000,1,0,0,3777,0
2304,12,2322,196922,0,4,1,1,40170,18,0,0,3755,0
2305,12,2323,196175,0,4,1,1,33886,13,0,0,3775,0
2306,1,2324,11457,0,1,1,1,705,3,0,0,3767,0
2307,12,2325,175344,0,4,1,1,40152,19,0,0,3770,0
2308,9,2326,5154,0,5,1,1,54657,28,0,0,3769,1
2309,5,2327,13232,0,1,1,1,8668,16,0,0,3753,1
2310,5,2328,88232,0,1,1,1,11550,5,550,3,3729,1
2311,11,2329,75526,0,4,1,1,46421,14,0,0,3712,1
2312,1,2330,53935,0,1,1,1,0,0,0,0,3743,0
2313,1,2331,18402,0,1,1,1,0,0,0,0,3746,0
2314,1,2332,24784,0,1,1,1,100,1,0,0,3729,0
2315,3,2333,62903,0,3,1,1,16434,13,0,0,3732,0
2316,11,2334,80272,0,4,1,1,34744,14,550,2,3728,1
2317,13,2335,10458,0,1,2,1,10458,12,0,0,3726,0
2318,11,2336,188184,0,4,1,1,32170,13,0,0,3707,1
2319,12,2337,83524,0,4,1,1,43152,18,0,0,3694,0
2320,1,2338,10794,0,1,1,1,0,0,0,0,3712,0
2321,3,2339,49807,0,2,1,1,6393,20,0,0,3718,0
2322,11,2340,18266,0,3,1,1,12254,15,0,0,3713,1
2323,12,2341,87851,0,4,1,1,28969,17,0,0,4026,0
2324,1,2342,32991,0,1,1,1,1230,6,0,0,3693,0
2325,1,2343,28677,0,1,1,1,215,3,0,0,3699,0
2326,3,2344,103809,0,3,1,1,16776,14,0,0,3699,0
2327,5,2345,417,0,1,1,1,3000,1,0,0,3670,1
2328,11,2346,8859,0,3,1,1,11998,13,0,0,3690,1
2329,1,2347,26896,0,1,1,1,5364,15,0,0,3685,0
2330,1,2348,16986,0,1,1,1,0,0,0,0,3676,0
2331,11,2349,25530,0,3,1,1,25131,17,0,0,3677,1
2332,12,2350,77067,0,4,1,1,40129,15,0,0,3671,0
2333,1,2351,6350,0,1,1,1,0,0,0,0,3657,0
2334,9,2352,76118,0,5,1,1,79154,41,1992,2,3621,1
2335,3,2353,40420,0,2,1,1,8649,14,0,0,3651,0
2336,11,2354,30178,0,3,1,1,14422,15,0,0,3656,1
2337,1,2355,15088,0,1,1,1,0,0,0,0,3650,0
2338,11,2356,138020,0,3,1,1,16449,17,500,1,3637,1
2339,11,2357,27310,0,3,1,1,15537,16,500,1,3623,1
2340,3,2358,109131,0,3,1,1,17481,17,150,1,3622,0
2341,11,2359,35356,0,3,1,1,18520,15,300,1,3637,1
2342,1,2360,33466,0,1,1,1,355,3,0,0,3592,0
2343,12,2361,350608,0,4,1,1,50988,26,2643,5,3630,0
2344,5,2362,42107,888,1,1,1,3600,4,1000,2,3607,1
2345,11,2363,74796,0,3,1,1,19710,15,400,1,3616,1
2346,11,2364,26129,0,3,1,1,20265,17,0,0,3629,1
2347,1,2365,30893,0,1,1,1,0,0,0,0,3623,0
2348,1,2366,9445,0,1,1,1,1000,2,1000,2,3613,0
2349,1,2367,52965,0,1,1,1,500,1,0,0,3606,0
2350,11,2368,19516,0,3,1,1,17696,16,0,0,3593,1
2351,12,2369,106378,0,4,1,1,56007,14,0,0,3607,0
2352,11,2370,22201,0,4,1,1,51278,16,350,1,3602,1
2353,3,2371,73378,0,3,1,1,13607,14,0,0,3599,0
2354,1,2372,50193,0,1,1,1,12263,3,0,0,3596,0
2355,3,2373,165144,0,3,1,1,24156,14,0,0,3581,0
2356,1,2374,53556,0,1,1,1,0,0,0,0,3575,0
2357,11,2375,18387,0,4,1,1,40560,19,800,2,3588,1
2358,11,2376,28577,0,4,1,1,48564,14,0,0,3586,1
2359,12,2377,55417,0,4,1,1,37127,31,0,0,3575,0
2360,3,2378,142244,0,3,1,1,12325,13,0,0,3578,0
2361,3,2379,23139,0,2,1,1,8156,14,0,0,3578,0
2362,9,2380,146232,0,5,1,1,83783,19,375,1,3566,1
2363,1,2381,35323,0,1,1,1,1875,8,0,0,3553,0
2364,9,2382,108081,0,5,1,5,217006,24,0,0,3567,1
2365,1,2383,1021,0,1,1,1,100,1,0,0,3553,0
2366,11,2384,120345,0,4,1,1,38323,17,650,2,3544,1
2367,5,2385,11593,0,2,1,1,9055,16,0,0,3558,1
2368,1,2386,68180,0,1,1,1,2044,9,0,0,3550,0
2369,1,2387,26605,0,1,1,1,3704,11,0,0,3543,0
2370,1,2388,17920,0,1,1,1,3250,18,0,0,3546,0
2371,1,2389,85156,0,1,1,1,133,5,0,0,3550,0
2372,1,2390,9005,0,1,1,1,520,1,0,0,3531,0
2373,5,2391,55404,0,2,1,1,10613,15,500,1,3531,1
2374,1,2392,42584,0,1,1,1,841,6,0,0,3526,0
2375,10,2393,92843,0,1,1,1,27650,29,9150,26,3530,1
2376,11,2394,51082,0,4,1,1,40878,13,0,0,3524,1
2377,1,2395,18727,0,1,1,1,0,0,0,0,3524,0
2378,12,2396,212029,0,4,1,1,43162,19,0,0,3518,0
2379,5,2397,48806,0,1,1,1,12600,10,2500,8,3502,1
2380,1,2398,15610,0,1,1,1,0,0,0,0,3508,0
2381,5,2399,46876,0,1,1,1,9680,7,0,0,3498,1
2382,1,2400,14075,0,1,1,1,4286,15,0,0,3513,0
2383,5,2401,59895,0,1,1,1,10500,4,0,0,3497,1
2384,1,2402,25936,0,1,1,1,0,0,0,0,3495,0
2385,1,2403,134318,0,1,1,1,333,3,258,1,3488,0
2386,1,2404,32807,0,1,1,1,17259,4,0,0,3482,0
2387,5,2405,38591,0,2,1,1,11039,18,0,0,3488,1
2388,3,2406,48958,0,3,1,1,24430,5,0,0,3483,0
2389,1,2407,10710,0,1,1,1,1000,1,0,0,3460,0
2390,5,2408,60349,0,2,1,1,10350,18,0,0,3468,1
2391,1,2409,9453,0,1,1,1,2585,5,0,0,3463,0
2392,12,2410,60867,0,4,1,1,41345,18,0,0,3454,0
2393,1,2411,27590,0,1,1,1,100,1,0,0,3455,0
2394,3,2412,100069,0,3,1,1,18745,13,0,0,3454,0
2395,1,2413,27820,0,1,1,1,3005,11,0,0,3454,0
2396,1,2414,20503,0,1,1,1,520,3,0,0,3445,0
2397,1,2415,137371,0,1,1,1,4977,6,1977,4,3447,0
2398,5,2416,12950,0,2,1,1,12798,18,195,1,3432,1
2399,5,2417,25207,957,2,1,1,6883,13,0,0,3440,1
2400,1,2418,17088,0,1,1,1,0,0,0,0,3510,0
2401,11,2420,24100,0,3,1,1,26674,23,2300,7,3421,1
2402,11,2421,101632,0,4,1,1,48658,14,0,0,3432,1
2403,11,2422,233449,0,3,1,1,21274,18,0,0,3419,1
2404,1,2423,45257,0,1,1,1,3625,7,0,0,3417,0
2405,1,2424,626,0,1,1,1,626,1,0,0,3393,0
2406,1,2425,18272,0,1,1,1,2920,5,0,0,3405,0
2407,1,2426,10756,0,1,1,1,1375,4,0,0,3104,0
2408,1,2427,161281,0,1,1,1,6321,8,175,1,3399,0
2409,3,2428,75680,0,3,1,1,23159,14,0,0,3397,0
2410,3,2429,59839,0,3,1,1,26962,18,0,0,3404,0
2411,11,2430,201259,0,4,1,1,40755,34,0,0,3398,1
2412,11,2431,101772,0,3,1,1,26480,17,1000,2,3396,1
2413,9,2432,190674,4704,5,1,1,104159,33,4754,15,3396,1
2414,5,2433,1452,0,1,1,1,2375,5,0,0,3396,1
2415,1,2434,30902,0,1,1,1,4175,12,50,1,3384,0
2416,11,2435,65458,1000,3,1,1,28356,24,1100,3,3382,1
2417,12,2436,114067,0,4,1,1,42569,23,0,0,3336,0
2418,12,2437,93371,0,4,1,1,55338,20,0,0,3382,0
2419,1,2438,20207,0,1,1,1,3033,12,0,0,3370,0
2420,9,2439,41040,0,5,1,1,66292,14,200,2,3372,1
2421,13,2440,41062,0,1,2,1,8275,11,0,0,3356,0
2422,12,2441,208825,0,4,1,1,42007,23,0,0,3369,0
2423,3,2442,81087,0,3,1,1,18971,12,0,0,3362,0
2424,1,2443,14336,0,1,1,1,0,0,0,0,3349,0
2425,11,2444,29929,0,3,1,1,18032,17,150,1,3344,1
2426,1,2445,121390,0,1,1,1,8500,4,0,0,3342,0
2427,5,2446,23226,0,1,1,1,2236,2,0,0,3343,1
2428,11,2447,451294,0,3,1,1,45907,22,500,1,3347,1
2429,1,2448,68012,0,1,1,1,247,3,0,0,3342,0
2430,1,2449,23589,0,1,1,1,0,0,0,0,3336,0
2431,1,2450,35033,0,1,1,1,1000,1,0,0,2913,0
